model,country,cd
CHN_adapter,KEN,0.19208825525180445
CHN_adapter,KOR,0.22201673046734485
CHN_adapter,MAR,0.2171860215530086
CHN_adapter,MEX,0.2318043662707513
CHN_adapter,NGA,0.21722714839828228
CHN_adapter,NIC,0.22508758475065746
CHN_adapter,NLD,0.1500111481543379
CHN_adapter,PAK,0.21073941862290152
CHN_adapter,PER,0.30480736758192795
CHN_adapter,PHL,0.20922137414096678
CHN_adapter,ROU,0.24196355682090473
CHN_adapter,RUS,0.18830442115110324
CHN_adapter,SRB,0.1966252234490405
CHN_adapter,THA,0.15521167935884536
CHN_adapter,TUR,0.1847831482449376
CHN_adapter,UKR,0.19676606335114216
CHN_adapter,USA,0.1496443529061888
CHN_adapter,VEN,0.27156758230319433
CHN_adapter,VNM,0.24332898872971187
CHN_adapter,ZWE,0.18596385388122352
DEU_adapter,ARG,0.13502857553292644
DEU_adapter,AUS,0.11328496078804987
DEU_adapter,BGD,0.23585875621778005
DEU_adapter,BOL,0.1701436472624498
DEU_adapter,BRA,0.12129094548659143
DEU_adapter,CAN,0.09034087728365685
DEU_adapter,CHL,0.13302657387056513
DEU_adapter,CHN,0.22177422744080402
DEU_adapter,COL,0.15096064785168267
DEU_adapter,CZE,0.1007829487401471
DEU_adapter,DEU,0.14997355536791404
DEU_adapter,EGY,0.24739073438309797
DEU_adapter,GBR,0.11368436904806101
DEU_adapter,GRC,0.18417973396610066
DEU_adapter,GTM,0.14253361345459953
DEU_adapter,IDN,0.19654785074613026
DEU_adapter,IND,0.15499729922109579
DEU_adapter,IRN,0.14356041512844417
DEU_adapter,IRQ,0.16693374390161983
DEU_adapter,JOR,0.17037719661424747
DEU_adapter,JPN,0.18289058477818543
DEU_adapter,KAZ,0.13351347202948965
DEU_adapter,KEN,0.15699769704157707
DEU_adapter,KOR,0.14927883084663549
DEU_adapter,MAR,0.1496251849799622
DEU_adapter,MEX,0.15917584392166606
DEU_adapter,NGA,0.1672625295573899
DEU_adapter,NIC,0.1584031214274182
DEU_adapter,NLD,0.13384654999868986
DEU_adapter,PAK,0.17139532413524586
DEU_adapter,PER,0.21560872090233058
DEU_adapter,PHL,0.17430174872018805
DEU_adapter,ROU,0.1840127517927061
DEU_adapter,RUS,0.11450739140352731
DEU_adapter,SRB,0.12076988578233923
DEU_adapter,THA,0.1342427297684683
DEU_adapter,TUR,0.14099164409658124
DEU_adapter,UKR,0.12821669005579778
DEU_adapter,USA,0.10689583446057555
DEU_adapter,VEN,0.1831174559205233
DEU_adapter,VNM,0.2229254524667203
DEU_adapter,ZWE,0.14178920657016555
GBR_adapter,ARG,0.2469254275962836
GBR_adapter,AUS,0.18195110971148015
GBR_adapter,BGD,0.3369856061321261
GBR_adapter,BOL,0.2971048177456368
GBR_adapter,BRA,0.2557801636118682
GBR_adapter,CAN,0.16084158122591735
GBR_adapter,CHL,0.25110231750139983
GBR_adapter,CHN,0.2823113403581822
GBR_adapter,COL,0.26262974828974567
GBR_adapter,CZE,0.19637772816909066
GBR_adapter,DEU,0.21536542500191302
GBR_adapter,EGY,0.36876073708362656
GBR_adapter,GBR,0.17609638539973724
GBR_adapter,GRC,0.3111462352496193
GBR_adapter,GTM,0.23511606568693225
GBR_adapter,IDN,0.26392215009325104
GBR_adapter,IND,0.20421155378131436
GBR_adapter,IRN,0.21447893319768505
GBR_adapter,IRQ,0.25180220970907263
GBR_adapter,JOR,0.26643454748888395
GBR_adapter,JPN,0.28857635611243193
GBR_adapter,KAZ,0.21949736151944244
GBR_adapter,KEN,0.2089815137520776
GBR_adapter,KOR,0.24153779138893144
GBR_adapter,MAR,0.25023082379092726
GBR_adapter,MEX,0.27062646839727234
GBR_adapter,NGA,0.27117503045175884
GBR_adapter,NIC,0.2759582440104498
GBR_adapter,NLD,0.2015132595892559
GBR_adapter,PAK,0.2418900111742721
GBR_adapter,PER,0.3538349155369935
GBR_adapter,PHL,0.23610174272840379
GBR_adapter,ROU,0.3128523136669109
GBR_adapter,RUS,0.21742473709588583
GBR_adapter,SRB,0.23616002458172528
GBR_adapter,THA,0.18733746321503106
GBR_adapter,TUR,0.23921137626567324
GBR_adapter,UKR,0.23688805451013373
GBR_adapter,USA,0.18615993521502153
GBR_adapter,VEN,0.33246389923438435
GBR_adapter,VNM,0.27408180175853386
GBR_adapter,ZWE,0.2458150224059235
JPN_adapter,ARG,0.1123413301420352
JPN_adapter,AUS,0.10711993777900242
JPN_adapter,BGD,0.22359873573307942
JPN_adapter,BOL,0.13826838570846423
JPN_adapter,BRA,0.10924916208530516
JPN_adapter,CAN,0.0974834085711471
JPN_adapter,CHL,0.11549641871366152
JPN_adapter,CHN,0.21521624570711914
JPN_adapter,COL,0.12113558492301295
JPN_adapter,CZE,0.10738874977729213
JPN_adapter,DEU,0.14373648402133052
JPN_adapter,EGY,0.21103156311076493
JPN_adapter,GBR,0.1166252148081802
JPN_adapter,GRC,0.16119982093865792
JPN_adapter,GTM,0.11145070738305145
JPN_adapter,IDN,0.1916674941441276
JPN_adapter,IND,0.1516002654906741
JPN_adapter,IRN,0.1428728753460585
JPN_adapter,IRQ,0.14759406966877736
JPN_adapter,JOR,0.17504268523847022
JPN_adapter,JPN,0.1570840772881345
JPN_adapter,KAZ,0.144394630695014
JPN_adapter,KEN,0.14697666165057205
JPN_adapter,KOR,0.14806731569632542
JPN_adapter,MAR,0.13061899138587738
JPN_adapter,MEX,0.13576514445052945
JPN_adapter,NGA,0.1406884055841668
JPN_adapter,NIC,0.13319683992680112
JPN_adapter,NLD,0.13419878489039144
JPN_adapter,PAK,0.16086981680306026
JPN_adapter,PER,0.18084734561895224
JPN_adapter,PHL,0.19006466543617132
JPN_adapter,ROU,0.15244196643574895
JPN_adapter,RUS,0.10958285640332943
JPN_adapter,SRB,0.10031735965034057
JPN_adapter,THA,0.12586735779643823
JPN_adapter,TUR,0.13768080772126995
JPN_adapter,UKR,0.10685557452279257
JPN_adapter,USA,0.10370263689140474
JPN_adapter,VEN,0.14828176968697038
JPN_adapter,VNM,0.24021341812697042
JPN_adapter,ZWE,0.12623112420638127
MEX_adapter,ARG,0.13403857118977125
MEX_adapter,AUS,0.11668332807478517
MEX_adapter,BGD,0.24423932536660992
MEX_adapter,BOL,0.1810873796242296
MEX_adapter,BRA,0.12305815420440377
MEX_adapter,CAN,0.09559631675217238
MEX_adapter,CHL,0.13849421390545186
MEX_adapter,CHN,0.22365053156148557
MEX_adapter,COL,0.16245546638123118
MEX_adapter,CZE,0.10399924868717661
MEX_adapter,DEU,0.1514813276149445
MEX_adapter,EGY,0.241682969158896
MEX_adapter,GBR,0.1146489092516747
MEX_adapter,GRC,0.17799839427523742
MEX_adapter,GTM,0.15360950120215217
MEX_adapter,IDN,0.210883867873075
MEX_adapter,IND,0.16778880814674765
MEX_adapter,IRN,0.15143505228046325
MEX_adapter,IRQ,0.17128534599625284
MEX_adapter,JOR,0.1697754277905082
MEX_adapter,JPN,0.18056473908106407
MEX_adapter,KAZ,0.13890988738821364
MEX_adapter,KEN,0.1675961478212889
MEX_adapter,KOR,0.15404338760746256
MEX_adapter,MAR,0.16030019942202672
MEX_adapter,MEX,0.16659562090134908
MEX_adapter,NGA,0.1771692031056752
MEX_adapter,NIC,0.17022637009826108
MEX_adapter,NLD,0.131099794342219
MEX_adapter,PAK,0.17980785909428204
MEX_adapter,PER,0.21891395616743656
MEX_adapter,PHL,0.18570917338811163
MEX_adapter,ROU,0.18586593657343403
MEX_adapter,RUS,0.11579872059948022
MEX_adapter,SRB,0.12034245514066298
MEX_adapter,THA,0.14666943912311953
MEX_adapter,TUR,0.14316341962483012
MEX_adapter,UKR,0.13094978625008433
MEX_adapter,USA,0.11276860649135374
MEX_adapter,VEN,0.18132294401700932
MEX_adapter,VNM,0.23134985900487637
MEX_adapter,ZWE,0.1492051063469363
RUS_adapter,ARG,0.12564586320908494
RUS_adapter,AUS,0.12939995434761664
RUS_adapter,BGD,0.2515028124931244
RUS_adapter,BOL,0.15668730851124796
RUS_adapter,BRA,0.11917095804697525
RUS_adapter,CAN,0.11141397985565774
RUS_adapter,CHL,0.12906794765706844
RUS_adapter,CHN,0.246411329781647
RUS_adapter,COL,0.14452650526431984
RUS_adapter,CZE,0.10923558900696179
RUS_adapter,DEU,0.17570725171579846
RUS_adapter,EGY,0.23772231571554076
RUS_adapter,GBR,0.1389171583156026
RUS_adapter,GRC,0.18220380961611268
RUS_adapter,GTM,0.13307273967388134
RUS_adapter,IDN,0.24028790339355152
RUS_adapter,IND,0.19701400452362502
RUS_adapter,IRN,0.18037867550919942
RUS_adapter,IRQ,0.16881603449622046
RUS_adapter,JOR,0.18453204213231297
RUS_adapter,JPN,0.18436508762131223
RUS_adapter,KAZ,0.1652301420616381
RUS_adapter,KEN,0.17676769246159357
RUS_adapter,KOR,0.16275711164194204
RUS_adapter,MAR,0.15537747379261588
RUS_adapter,MEX,0.14846166864608104
RUS_adapter,NGA,0.17733197641205786
RUS_adapter,NIC,0.15742992102327832
RUS_adapter,NLD,0.14938596652342248
RUS_adapter,PAK,0.19241373423595745
RUS_adapter,PER,0.19897105610539756
RUS_adapter,PHL,0.22288254712451602
RUS_adapter,ROU,0.17868648372487883
RUS_adapter,RUS,0.11608399133450709
RUS_adapter,SRB,0.10584237634757873
RUS_adapter,THA,0.17023458545436382
RUS_adapter,TUR,0.1668137363682171
RUS_adapter,UKR,0.11821858631451214
RUS_adapter,USA,0.12395212291854232
RUS_adapter,VEN,0.1559028409521278
RUS_adapter,VNM,0.27492454405336364
RUS_adapter,ZWE,0.16194544544918402
USA_adapter,ARG,0.3549775093937585
USA_adapter,AUS,0.2964846261526569
USA_adapter,BGD,0.41938203224954596
USA_adapter,BOL,0.39493575543244586
USA_adapter,BRA,0.3610475004813229
USA_adapter,CAN,0.2797484656352523
USA_adapter,CHL,0.3696934627180085
USA_adapter,CHN,0.35619684221992415
USA_adapter,COL,0.36226859310671683
USA_adapter,CZE,0.3258986885566754
USA_adapter,DEU,0.3353832357951833
USA_adapter,EGY,0.4438231879942608
USA_adapter,GBR,0.2943498839867185
USA_adapter,GRC,0.4105491723935335
USA_adapter,GTM,0.33855464035515237
USA_adapter,IDN,0.3246842765430048
USA_adapter,IND,0.2592591294785122
USA_adapter,IRN,0.2906884889662067
USA_adapter,IRQ,0.3462953114671755
USA_adapter,JOR,0.33222559736518953
USA_adapter,JPN,0.39969582564789785
USA_adapter,KAZ,0.3060149107246189
USA_adapter,KEN,0.3007597407490764
USA_adapter,KOR,0.3758327039502641
USA_adapter,MAR,0.37117971166074804
USA_adapter,MEX,0.36782771211610654
USA_adapter,NGA,0.3566413880595175
USA_adapter,NIC,0.36550236241332096
USA_adapter,NLD,0.303632803005026
USA_adapter,PAK,0.30613263868520346
USA_adapter,PER,0.4413191928213291
USA_adapter,PHL,0.2982077955687498
USA_adapter,ROU,0.4079131468145281
USA_adapter,RUS,0.32163463912794477
USA_adapter,SRB,0.3506369244519387
USA_adapter,THA,0.28988700603286327
USA_adapter,TUR,0.3259072516270442
USA_adapter,UKR,0.35075354322873303
USA_adapter,USA,0.31157920365653946
USA_adapter,VEN,0.435566499817746
USA_adapter,VNM,0.339758889721169
USA_adapter,ZWE,0.33380130305955874
BRA_adapter,ARG,0.11530369284399038
BRA_adapter,AUS,0.10361110763814366
BRA_adapter,BGD,0.23303915431068092
BRA_adapter,BOL,0.1673350976751501
BRA_adapter,BRA,0.11496574653451685
BRA_adapter,CAN,0.08675099971017114
BRA_adapter,CHL,0.12499764952238263
BRA_adapter,CHN,0.22356277430575833
BRA_adapter,COL,0.1430140968665769
BRA_adapter,CZE,0.10655033321494711
BRA_adapter,DEU,0.13182333505752838
BRA_adapter,EGY,0.23537450196785364
BRA_adapter,GBR,0.10013903875178004
BRA_adapter,GRC,0.1565536602630026
BRA_adapter,GTM,0.1345296596269452
BRA_adapter,IDN,0.19593335870890838
BRA_adapter,IND,0.15054256832746077
BRA_adapter,IRN,0.14303773332592318
BRA_adapter,IRQ,0.15140132111447008
BRA_adapter,JOR,0.16669765037213072
BRA_adapter,JPN,0.17864245041190627
BRA_adapter,KAZ,0.13335008466706266
BRA_adapter,KEN,0.14542667940452966
BRA_adapter,KOR,0.1447206488352795
BRA_adapter,MAR,0.14500956933161968
BRA_adapter,MEX,0.14946871564594089
BRA_adapter,NGA,0.15536197539322327
BRA_adapter,NIC,0.14961856991776176
BRA_adapter,NLD,0.12172835932898876
BRA_adapter,PAK,0.1658885956451683
BRA_adapter,PER,0.20925593538025034
BRA_adapter,PHL,0.17635895991751702
BRA_adapter,ROU,0.16851387661626022
BRA_adapter,RUS,0.11403954596694744
BRA_adapter,SRB,0.10984331522028706
BRA_adapter,THA,0.13155534166779567
BRA_adapter,TUR,0.1366969013376013
BRA_adapter,UKR,0.11897814671615135
BRA_adapter,USA,0.09896842014081474
BRA_adapter,VEN,0.16553255877568684
BRA_adapter,VNM,0.22338839627230417
BRA_adapter,ZWE,0.1269312577869849
EGY_adapter,ARG,0.1846568470677242
EGY_adapter,AUS,0.1258922317461811
EGY_adapter,BGD,0.29243183018405994
EGY_adapter,BOL,0.2422747715897705
EGY_adapter,BRA,0.1902274618237309
EGY_adapter,CAN,0.11375977489622559
EGY_adapter,CHL,0.1975805525234774
EGY_adapter,CHN,0.23608488660838925
EGY_adapter,COL,0.20646535806388552
EGY_adapter,CZE,0.15623257130276047
EGY_adapter,DEU,0.1572805377368954
EGY_adapter,EGY,0.3040814974760488
EGY_adapter,GBR,0.121150575062438
EGY_adapter,GRC,0.22945207639521006
EGY_adapter,GTM,0.18985562988889376
EGY_adapter,IDN,0.22124492175049457
EGY_adapter,IND,0.16747937894320833
EGY_adapter,IRN,0.16918339487873257
EGY_adapter,IRQ,0.20229872377533528
EGY_adapter,JOR,0.2116096301874934
EGY_adapter,JPN,0.22077497972038934
EGY_adapter,KAZ,0.1747506012609514
EGY_adapter,KEN,0.17804280619687718
EGY_adapter,KOR,0.19637183578603865
EGY_adapter,MAR,0.2034897950920931
EGY_adapter,MEX,0.21866874915909074
EGY_adapter,NGA,0.21283713731791135
EGY_adapter,NIC,0.2183922786523254
EGY_adapter,NLD,0.14389389711626796
EGY_adapter,PAK,0.20199759587576477
EGY_adapter,PER,0.2928687839064284
EGY_adapter,PHL,0.2013149253741359
EGY_adapter,ROU,0.24334081728631515
EGY_adapter,RUS,0.17119035140820543
EGY_adapter,SRB,0.18054090734470332
EGY_adapter,THA,0.1479015131651314
EGY_adapter,TUR,0.18638993520671138
EGY_adapter,UKR,0.18319244116232308
EGY_adapter,USA,0.13137058387241238
EGY_adapter,VEN,0.25258591895833965
EGY_adapter,VNM,0.24133014862778931
EGY_adapter,ZWE,0.1828010154332911
GRC_adapter,ARG,0.11224835639187056
GRC_adapter,AUS,0.14301660356360826
GRC_adapter,BGD,0.20503189750586756
GRC_adapter,BOL,0.1139142811748967
GRC_adapter,BRA,0.1046842980363672
GRC_adapter,CAN,0.14567523317485168
GRC_adapter,CHL,0.11711410700730392
GRC_adapter,CHN,0.20928285818142392
GRC_adapter,COL,0.10788173479859679
GRC_adapter,CZE,0.12117581855623819
GRC_adapter,DEU,0.17133016471253174
GRC_adapter,EGY,0.17668037637163042
GRC_adapter,GBR,0.1671559638071658
GRC_adapter,GRC,0.14042219672585793
GRC_adapter,GTM,0.10416279793599778
GRC_adapter,IDN,0.20217461879326798
GRC_adapter,IND,0.1739685320031775
GRC_adapter,IRN,0.1557520937602603
GRC_adapter,IRQ,0.14439996004929692
GRC_adapter,JOR,0.17658927622215118
GRC_adapter,JPN,0.13421836519968824
GRC_adapter,KAZ,0.15808159893967672
GRC_adapter,KEN,0.161166852187118
GRC_adapter,KOR,0.146101272639905
GRC_adapter,MAR,0.12444971798126048
GRC_adapter,MEX,0.12143160243467734
GRC_adapter,NGA,0.1390550041458785
GRC_adapter,NIC,0.11674400987013986
GRC_adapter,NLD,0.17360603306432543
GRC_adapter,PAK,0.16710093613100976
GRC_adapter,PER,0.14442850415683664
GRC_adapter,PHL,0.21847134444457164
GRC_adapter,ROU,0.12353100420373796
GRC_adapter,RUS,0.1057800507568415
GRC_adapter,SRB,0.09419186520542547
GRC_adapter,THA,0.14439855142792615
GRC_adapter,TUR,0.13964507708175733
GRC_adapter,UKR,0.10353069182527651
GRC_adapter,USA,0.14120515487160248
GRC_adapter,VEN,0.1117385724546026
GRC_adapter,VNM,0.25785658237612596
GRC_adapter,ZWE,0.13006084776343546
IDN_adapter,ARG,0.18462942970799193
IDN_adapter,AUS,0.12586421563937286
IDN_adapter,BGD,0.29229606219091653
IDN_adapter,BOL,0.24219887230230455
IDN_adapter,BRA,0.19023600869346077
IDN_adapter,CAN,0.11378504406345509
IDN_adapter,CHL,0.1976305533372793
IDN_adapter,CHN,0.23598282545647367
IDN_adapter,COL,0.2063839253853332
IDN_adapter,CZE,0.15624856702570014
IDN_adapter,DEU,0.15709640708480746
IDN_adapter,EGY,0.30411082521499044
IDN_adapter,GBR,0.1211648861008818
IDN_adapter,GRC,0.22937372445812615
IDN_adapter,GTM,0.18981535775217223
IDN_adapter,IDN,0.22113905584630109
IDN_adapter,IND,0.16737910663563307
IDN_adapter,IRN,0.16918140679634233
IDN_adapter,IRQ,0.20249561866143453
IDN_adapter,JOR,0.211540789717005
IDN_adapter,JPN,0.2207576362653259
IDN_adapter,KAZ,0.17467074114531464
IDN_adapter,KEN,0.177862829974626
IDN_adapter,KOR,0.19624610719596583
IDN_adapter,MAR,0.20339940920270413
IDN_adapter,MEX,0.21864511302060316
IDN_adapter,NGA,0.21259383861256134
IDN_adapter,NIC,0.21826556939215
IDN_adapter,NLD,0.14383666116779362
IDN_adapter,PAK,0.20190156767989234
IDN_adapter,PER,0.29281037160723533
IDN_adapter,PHL,0.2012475288361346
IDN_adapter,ROU,0.24319614347477977
IDN_adapter,RUS,0.17123950718462744
IDN_adapter,SRB,0.18056301720295684
IDN_adapter,THA,0.14778908563914472
IDN_adapter,TUR,0.18633120446020118
IDN_adapter,UKR,0.18316340098267192
IDN_adapter,USA,0.13143658515088336
IDN_adapter,VEN,0.2525917049675216
IDN_adapter,VNM,0.24131502036582955
IDN_adapter,ZWE,0.18259731456318118
IND_adapter,ARG,0.11716200445540281
IND_adapter,AUS,0.1529783524114337
IND_adapter,BGD,0.2060209335431874
IND_adapter,BOL,0.11104651146584119
IND_adapter,BRA,0.10667971483315389
IND_adapter,CAN,0.15648819619704848
IND_adapter,CHL,0.12020714722119813
IND_adapter,CHN,0.21220284436673634
IND_adapter,COL,0.1069447664508688
IND_adapter,CZE,0.12599126568110894
IND_adapter,DEU,0.18134717092212888
IND_adapter,EGY,0.1780456182602402
IND_adapter,GBR,0.17894399929816154
IND_adapter,GRC,0.1410672626424941
IND_adapter,GTM,0.10516350741941355
IND_adapter,IDN,0.2050473180169043
IND_adapter,IND,0.18020334335043098
IND_adapter,IRN,0.16079672264129463
IND_adapter,IRQ,0.14638832763811063
IND_adapter,JOR,0.18102619183338456
IND_adapter,JPN,0.13570910761333044
IND_adapter,KAZ,0.16293875765333582
IND_adapter,KEN,0.16473815254045976
IND_adapter,KOR,0.1501510709578388
IND_adapter,MAR,0.1259981789790588
IND_adapter,MEX,0.1199377223938987
IND_adapter,NGA,0.14216367420228782
IND_adapter,NIC,0.11541872086679304
IND_adapter,NLD,0.1842639406885027
IND_adapter,PAK,0.1704395921014945
IND_adapter,PER,0.14093671820252426
IND_adapter,PHL,0.22400087462392623
IND_adapter,ROU,0.12352106521597941
IND_adapter,RUS,0.10777135481895662
IND_adapter,SRB,0.09732931618360043
IND_adapter,THA,0.1503218176886535
IND_adapter,TUR,0.14427175694325473
IND_adapter,UKR,0.10697772802191205
IND_adapter,USA,0.1509666774640541
IND_adapter,VEN,0.11077470780492132
IND_adapter,VNM,0.2635760973088849
IND_adapter,ZWE,0.13447089866986994
NGA_adapter,ARG,0.15892485588182031
NGA_adapter,AUS,0.13161176827137308
NGA_adapter,BGD,0.25998060144364293
NGA_adapter,BOL,0.19694819819843948
NGA_adapter,BRA,0.16169447691424413
NGA_adapter,CAN,0.10764010790875835
NGA_adapter,CHL,0.15675062545202953
NGA_adapter,CHN,0.2502491476145946
NGA_adapter,COL,0.16171884666995584
NGA_adapter,CZE,0.13029757959630645
NGA_adapter,DEU,0.1626714866814559
NGA_adapter,EGY,0.25690757439994827
NGA_adapter,GBR,0.13565044569661522
NGA_adapter,GRC,0.20493952052970846
NGA_adapter,GTM,0.1427338441065437
NGA_adapter,IDN,0.19883682391732976
NGA_adapter,IND,0.15530414975838147
NGA_adapter,IRN,0.158203966568755
NGA_adapter,IRQ,0.17604230298782939
NGA_adapter,JOR,0.20316442466118434
NGA_adapter,JPN,0.19840172848940554
NGA_adapter,KAZ,0.1579338443260593
NGA_adapter,KEN,0.13442299678741118
NGA_adapter,KOR,0.16076879476441633
NGA_adapter,MAR,0.16374787875568783
NGA_adapter,MEX,0.17416984200212662
NGA_adapter,NGA,0.1842698172638198
NGA_adapter,NIC,0.17948579767123235
NGA_adapter,NLD,0.17047786488336458
NGA_adapter,PAK,0.187222201983319
NGA_adapter,PER,0.24665314799355184
NGA_adapter,PHL,0.1629635358616228
NGA_adapter,ROU,0.2194691938228515
NGA_adapter,RUS,0.14235200553664132
NGA_adapter,SRB,0.1398652505627478
NGA_adapter,THA,0.13712522733792756
NGA_adapter,TUR,0.17640132115640628
NGA_adapter,UKR,0.15789567325890738
NGA_adapter,USA,0.12303794990084414
NGA_adapter,VEN,0.2029664300507815
NGA_adapter,VNM,0.23242251277747258
NGA_adapter,ZWE,0.160661789595156
NLD_adapter,ARG,0.2213355625226726
NLD_adapter,AUS,0.19292194230934304
NLD_adapter,BGD,0.32862175704637525
NLD_adapter,BOL,0.273899787394638
NLD_adapter,BRA,0.24317467909312004
NLD_adapter,CAN,0.16127826283133154
NLD_adapter,CHL,0.22941599799499637
NLD_adapter,CHN,0.2777789085203625
NLD_adapter,COL,0.24408841061635472
NLD_adapter,CZE,0.18384241673806645
NLD_adapter,DEU,0.21857240285805987
NLD_adapter,EGY,0.3557622474437228
NLD_adapter,GBR,0.19482286505375
NLD_adapter,GRC,0.2996733526369689
NLD_adapter,GTM,0.21543569975725363
NLD_adapter,IDN,0.25260751258157105
NLD_adapter,IND,0.1991039536622434
NLD_adapter,IRN,0.2042001856274465
NLD_adapter,IRQ,0.24578228474478556
NLD_adapter,JOR,0.26339890914087666
NLD_adapter,JPN,0.26936950194215525
NLD_adapter,KAZ,0.2027613112092115
NLD_adapter,KEN,0.19150633419783
NLD_adapter,KOR,0.22489209208800373
NLD_adapter,MAR,0.23427664799147976
NLD_adapter,MEX,0.24586496370464245
NLD_adapter,NGA,0.2641556999735853
NLD_adapter,NIC,0.25374871148280903
NLD_adapter,NLD,0.22621758205773823
NLD_adapter,PAK,0.23966533901702622
NLD_adapter,PER,0.3371215670207703
NLD_adapter,PHL,0.19838250024410578
NLD_adapter,ROU,0.3061203608344254
NLD_adapter,RUS,0.2000704889546779
NLD_adapter,SRB,0.2122802033790652
NLD_adapter,THA,0.19053601122689956
NLD_adapter,TUR,0.2428790499920323
NLD_adapter,UKR,0.22779680981007905
NLD_adapter,USA,0.18214644079734177
NLD_adapter,VEN,0.29355145084369616
NLD_adapter,VNM,0.2536762740523028
NLD_adapter,ZWE,0.23395915553128346
TUR_adapter,ARG,0.19835432599550776
TUR_adapter,AUS,0.14601881454099144
TUR_adapter,BGD,0.28200691182022486
TUR_adapter,BOL,0.25110283686629925
TUR_adapter,BRA,0.2069235048119612
TUR_adapter,CAN,0.11911911692794604
TUR_adapter,CHL,0.20282310636102138
TUR_adapter,CHN,0.24274347786568345
TUR_adapter,COL,0.2156074239992307
TUR_adapter,CZE,0.15419256088800176
TUR_adapter,DEU,0.17197431376694888
TUR_adapter,EGY,0.2984580419234508
TUR_adapter,GBR,0.1455592296936325
TUR_adapter,GRC,0.250084048281567
TUR_adapter,GTM,0.18842385136195663
TUR_adapter,IDN,0.21592731783013658
TUR_adapter,IND,0.16127441977397436
TUR_adapter,IRN,0.17152677160697866
TUR_adapter,IRQ,0.21227464064230483
TUR_adapter,JOR,0.22318728553637526
TUR_adapter,JPN,0.2244541630276927
TUR_adapter,KAZ,0.16915205465731004
TUR_adapter,KEN,0.16423857112110787
TUR_adapter,KOR,0.19403512777464638
TUR_adapter,MAR,0.20565078156784103
TUR_adapter,MEX,0.22212546917796433
TUR_adapter,NGA,0.22111891694867433
TUR_adapter,NIC,0.22785092302750173
TUR_adapter,NLD,0.17378648046767028
TUR_adapter,PAK,0.2010451961738317
TUR_adapter,PER,0.3023160600461781
TUR_adapter,PHL,0.17299372860917658
TUR_adapter,ROU,0.26418715801046727
TUR_adapter,RUS,0.17214494438394443
TUR_adapter,SRB,0.18509802923074528
TUR_adapter,THA,0.14993972672734782
TUR_adapter,TUR,0.1947439133863165
TUR_adapter,UKR,0.1961486484705798
TUR_adapter,USA,0.1439341395321362
TUR_adapter,VEN,0.26127641429590187
TUR_adapter,VNM,0.2238952996370617
TUR_adapter,ZWE,0.195348979075783
base,ARG,0.16729781457099518
