model,eval_country,question_id,n_options,tv_distance,js_divergence,entropy_error,std_error,mean_error,top_option_match
TUR_adapter,TUR,Q81,4,0.3003274438201778,0.1160860005778866,-0.7831376468846273,-0.39253980872266453,-0.429759031925409,1.0
TUR_adapter,TUR,Q99,3,0.8177640700815354,0.6198180601113846,0.6617576894598494,0.4342608133090072,1.5866539813305234,0.0
USA_adapter,USA,Q101,3,0.6050024270010097,0.3445562446265676,-0.09525678300904938,-0.2452700645836131,0.6975594173866128,0.0
USA_adapter,USA,Q103,3,0.6251927258116909,0.3080192376725249,0.6954923644978954,0.1375407304183126,0.8105906033313187,0.0
USA_adapter,USA,Q106,10,0.6324617303581318,0.40612862966456564,-1.6968060054841092,-2.241766641586722,0.5892611549154188,0.0
USA_adapter,USA,Q107,10,0.5451446456870995,0.357484340678879,-1.0880430069177387,-1.4917198238297518,1.6150077185019551,0.0
USA_adapter,USA,Q109,10,0.6643853160325823,0.4769864705383799,-1.2379643466571686,-1.5188517295690502,2.0631352088466977,0.0
USA_adapter,USA,Q174,2,0.1936019745561473,0.0788609610825046,-0.6227486079805504,-0.2818442883852913,0.19360197455614725,1.0
USA_adapter,USA,Q176,10,0.6359657940653632,0.46752590732954835,-1.7270075034104175,-2.119970446875618,0.29952755400186337,0.0
USA_adapter,USA,Q177,10,0.7505979538024178,0.5569184932780933,-0.15745810629292567,-1.2731467862885826,2.952691036489856,0.0
USA_adapter,USA,Q178,10,0.6780178729143647,0.5254250187876398,-0.6504907877796466,-1.3694970437191367,2.9684450804765516,0.0
USA_adapter,USA,Q179,10,0.8392987952741161,0.6782133693328984,0.4775260017009817,-0.7213100796721514,3.487739200843246,0.0
USA_adapter,USA,Q195,10,0.5603161420080701,0.3826117539898076,-1.3119525772919316,-1.9962766810482289,0.4092735560166991,0.0
USA_adapter,USA,Q260,2,0.047286758576313814,0.0016139320211668758,-0.002066318963354963,-0.0007164264011114141,-0.047286758576313925,0.0
