country,item,mean,n
NIC,Q71,2.0641666666666665,1200
NLD,Q57,0.6120556414219475,1941
NLD,Q58,3.7869415807560136,2037
NLD,Q59,3.2530800821355235,1948
NLD,Q60,3.574110671936759,2024
NLD,Q61,2.6701680672268906,1904
NLD,Q62,2.9864066193853427,1692
NLD,Q63,2.956043956043956,1729
NLD,Q64,1.9894091415830546,1794
NLD,Q73,2.173890063424947,1892
NLD,Q43,1.8476517754868271,1746
NLD,Q50,7.277723735408561,2056
NLD,Q106,5.227111785533637,1977
NLD,Q107,5.346358792184724,1689
NLD,Q109,4.678832116788321,1918
NLD,Q178,2.095383054287164,1971
NLD,Q81,2.452665941240479,1838
NLD,Q176,5.508502468458585,1823
NLD,Q177,9.43061224489796,1960
NLD,Q179,9.652854977261242,1979
NLD,Q195,3.4015665796344647,1915
NLD,Q99,0.13060817547357925,2006
NLD,Q101,0.18363273453093812,2004
NLD,Q103,0.04954954954954955,1998
NLD,Q69,2.768188660311089,1993
NLD,Q70,2.7463512833417214,1987
NLD,Q71,2.129258517034068,1996
PAK,Q57,0.23496715512885297,1979
PAK,Q58,3.7007042253521125,1988
PAK,Q59,3.0231504781077,1987
PAK,Q60,3.1426403641881637,1977
PAK,Q61,2.035007610350076,1971
PAK,Q62,1.9255813953488372,1935
PAK,Q63,1.8516746411483254,1881
PAK,Q64,3.846076458752515,1988
PAK,Q73,2.4878183831672205,1806
PAK,Q43,2.102082275266633,1969
PAK,Q50,7.302816901408451,1988
PAK,Q106,7.1892983341746595,1981
PAK,Q107,6.052740434332988,1934
PAK,Q109,4.340101522842639,1970
PAK,Q178,2.04251012145749,1976
PAK,Q81,2.7926345609065155,1765
PAK,Q176,5.301275239107333,1882
PAK,Q177,8.262210796915166,1945
PAK,Q179,9.213292117465224,1941
PAK,Q195,3.701345755693582,1932
PAK,Q99,0.22717149220489977,1796
PAK,Q101,0.29415041782729806,1795
PAK,Q103,0.3151143335192415,1793
PAK,Q69,2.2182377049180326,1952
PAK,Q70,2.7268518518518516,1944
PAK,Q71,2.7092488502810426,1957
PER,Q57,0.041732223216519544,1395
PER,Q58,3.616378221818402,1399
PER,Q59,2.1268849048672878,1398
PER,Q60,2.2027708151898704,1397
PER,Q61,1.5036979979640057,1394
PER,Q62,1.9041234807769836,1372
PER,Q63,1.6318129463321798,1372
PER,Q64,2.779137649918846,1395
PER,Q73,1.2850153516383573,1380
PER,Q43,2.2712751929305903,1383
PER,Q50,6.36254784758116,1397
PER,Q106,5.967238173777011,1356
PER,Q107,5.907963011785781,1321
PER,Q109,3.4449199759041336,1371
PER,Q178,2.7444849862262912,1381
PER,Q81,2.3722275992178385,1316
PER,Q176,4.747208993358731,1344
PER,Q177,7.547025285265907,1353
PER,Q179,9.44846250261369,1394
PER,Q195,3.8043614863171586,1373
PER,Q99,0.06931953275577696,1389
PER,Q101,0.09053794486910173,1389
PER,Q103,0.13141324044380165,1388
PER,Q69,1.9282331307963416,1395
PER,Q70,1.4930463084863888,1380
PER,Q71,1.5390686770662059,1381
PHL,Q57,0.053398863653818414,1197
PHL,Q58,3.8191973245597404,1200
PHL,Q59,2.9091726508976166,1200
PHL,Q60,2.9851899049734776,1199
PHL,Q61,2.077898340541217,1200
PHL,Q62,2.34003321911866,1200
PHL,Q63,2.1085423892172286,1200
PHL,Q64,3.6353668897500286,1199
PHL,Q73,2.8571659316957194,1200
PHL,Q43,1.6443917098363596,1200
PHL,Q50,6.34753730930339,1200
PHL,Q106,6.164268939151565,1200
PHL,Q107,6.428158268565586,1200
PHL,Q109,4.265020625165105,1197
PHL,Q178,4.805494498670019,1199
PHL,Q81,3.216381812245742,1199
PHL,Q176,5.255182588331661,1199
PHL,Q177,5.788847209176747,1200
PHL,Q179,7.353718378402348,1197
PHL,Q195,4.063637266913354,1199
PHL,Q99,0.3166309467695633,1199
PHL,Q101,0.40544034401953477,1200
PHL,Q103,0.15596234515916282,1199
PHL,Q69,3.1500738332163745,1200
PHL,Q70,3.082622872942501,1200
PHL,Q71,3.1513297865722207,1200
ROU,Q57,0.11551760427434427,1238
ROU,Q58,3.7429980276669483,1253
ROU,Q59,2.385984150975769,1244
ROU,Q60,2.6569108341391465,1246
ROU,Q61,1.7129752754247383,1213
ROU,Q62,2.098210530058994,1117
ROU,Q63,2.0218101127809525,1124
ROU,Q64,3.007520778190055,1247
ROU,Q73,1.633400229777091,1207
ROU,Q43,2.468344016579103,1203
ROU,Q50,6.539839238367714,1237
ROU,Q106,7.478106012024976,1235
ROU,Q107,5.915943812976217,1184
ROU,Q109,3.1491509143035894,1193
ROU,Q178,1.9728719693518944,1230
ROU,Q81,2.4120924773457366,1107
ROU,Q176,5.1444639634481515,1149
ROU,Q177,8.735806669071255,1211
ROU,Q179,9.487453680209557,1234
ROU,Q195,2.2982057424811835,1183
ROU,Q99,0.06253678608401277,1235
ROU,Q101,0.1017252277849022,1234
ROU,Q103,0.06446063703361707,1236
ROU,Q69,2.4456001037618975,1226
ROU,Q70,2.2390017627404517,1146
ROU,Q71,1.832650313156124,1194
RUS,Q57,0.2355712221143295,1765
RUS,Q58,3.821536753211303,1805
RUS,Q59,2.84840178066707,1783
RUS,Q60,2.9505984578291846,1792
RUS,Q61,1.947928140283622,1772
RUS,Q62,2.215885452425448,1636
RUS,Q63,2.2419522094793853,1641
RUS,Q64,2.752752840255422,1699
RUS,Q73,2.2689603550597517,1614
RUS,Q43,2.223442889774788,1695
RUS,Q50,5.525807622235566,1797
RUS,Q106,6.702328321152952,1769
RUS,Q107,6.437531028998387,1629
RUS,Q109,4.386285569155584,1710
RUS,Q178,4.899541008497662,1775
RUS,Q81,2.4635273653280403,1548
RUS,Q176,5.74516240233073,1691
RUS,Q177,7.1280080316127385,1723
RUS,Q179,8.738828329055686,1783
RUS,Q195,4.57518377759498,1653
RUS,Q99,0.02631026793013271,1785
RUS,Q101,0.04095760004951693,1787
RUS,Q103,0.025702914204348074,1785
RUS,Q69,2.4565550186451026,1759
RUS,Q70,2.3959521204951253,1704
RUS,Q71,2.5220338961459965,1745
SRB,Q57,0.1661807580174927,1029
SRB,Q58,3.835101253616201,1037
SRB,Q59,2.794088669950739,1015
SRB,Q60,3.0443587270973964,1037
SRB,Q61,2.0390625,1024
SRB,Q62,2.4422507403751235,1013
SRB,Q63,2.4383020730503455,1013
SRB,Q64,2.646771037181996,1022
SRB,Q73,1.7604166666666667,960
SRB,Q43,2.288911495422177,983
SRB,Q50,5.267441860465116,1032
SRB,Q106,6.40748031496063,1016
SRB,Q107,5.923879040667362,959
SRB,Q109,3.9716796875,1024
SRB,Q178,3.9390243902439024,984
SRB,Q81,2.2372372372372373,999
SRB,Q176,4.953861584754263,997
SRB,Q177,7.104674796747967,984
SRB,Q179,7.919,1000
SRB,Q195,4.739572736520855,983
SRB,Q99,0.07639569049951028,1021
SRB,Q101,0.14579256360078277,1022
SRB,Q103,0.030362389813907934,1021
SRB,Q69,2.289525691699605,1012
SRB,Q70,2.0657229524772496,989
SRB,Q71,1.9457523029682702,977
THA,Q57,0.30573333696849986,1425
THA,Q58,3.820696544816982,1498
THA,Q59,3.0735752168895583,1494
THA,Q60,2.9885898285963823,1492
THA,Q61,2.0714434479980244,1485
THA,Q62,2.237285801164069,1484
THA,Q63,2.1233826186645253,1482
THA,Q64,2.9663239110272963,1374
THA,Q73,2.556088373490382,1333
THA,Q43,2.265782981132714,1391
THA,Q50,6.142672233742028,1493
THA,Q106,5.48235093590536,1484
THA,Q107,6.203916008538571,1473
THA,Q109,5.272628642932428,1479
THA,Q178,2.2306365990649266,1484
THA,Q81,2.8018784460815116,1114
THA,Q176,4.958309942214159,1474
THA,Q177,8.77658092129627,1479
THA,Q179,9.16757406256654,1486
THA,Q195,4.499227361909133,1486
THA,Q99,0.446310645118236,1500
THA,Q101,0.4457682756478698,1500
THA,Q103,0.510532496062595,1500
THA,Q69,2.5421781173214018,1391
THA,Q70,2.90955646967703,1377
THA,Q71,2.5822708096624245,1374
TUR,Q57,0.14261603375527426,2370
TUR,Q58,3.7932034811438045,2413
TUR,Q59,2.9858803986710964,2408
TUR,Q60,2.775425487754255,2409
TUR,Q61,1.9987541528239203,2408
TUR,Q62,2.155613350671868,2307
TUR,Q63,2.130116329168462,2321
TUR,Q64,2.871374527112232,2379
TUR,Q73,2.6328790459965927,2348
TUR,Q43,1.944421052631579,2375
TUR,Q50,5.885975863503953,2403
TUR,Q106,5.213378492802709,2362
TUR,Q107,6.098867595818815,2296
TUR,Q109,4.652830188679245,2385
TUR,Q178,2.0967336683417086,2388
TUR,Q81,2.598621877691645,2322
TUR,Q176,5.7009507346585995,2314
TUR,Q177,9.10805173133083,2397
TUR,Q179,9.389351081530782,2404
TUR,Q195,3.293967714528462,2354
TUR,Q99,0.059046815689582456,2371
TUR,Q101,0.07462057335581787,2372
TUR,Q103,0.03458456347532687,2371
TUR,Q69,3.184814351272424,2397
TUR,Q70,2.9275544388609713,2388
TUR,Q71,2.8636363636363638,2376
UKR,Q57,0.3089173160834833,1256
UKR,Q58,3.764165582371353,1275
UKR,Q59,2.8667105820485888,1271
UKR,Q60,2.822944672629764,1272
UKR,Q61,2.0529805265375862,1215
UKR,Q62,2.376204242283182,1068
UKR,Q63,2.390847779145027,1076
UKR,Q64,2.8917869698825687,1235
UKR,Q73,1.7638641777675623,1220
UKR,Q43,2.1311119785866675,1134
UKR,Q50,4.956632497487249,1270
UKR,Q106,6.159962561467394,1236
UKR,Q107,6.167719823712774,1129
UKR,Q109,4.140476671929037,1215
UKR,Q178,3.615543476276017,1249
UKR,Q81,2.51499121710786,1098
UKR,Q176,5.405527765265361,1165
UKR,Q177,7.595934113018998,1213
UKR,Q179,9.021519478707706,1259
UKR,Q195,4.431080537108981,1044
UKR,Q99,0.11138957108580812,1253
UKR,Q101,0.11264562451756012,1249
UKR,Q103,0.11708455818143648,1235
UKR,Q69,2.1938463037718994,1211
UKR,Q70,1.8474746497370103,1167
UKR,Q71,1.8422072789678254,1203
USA,Q57,0.3718209032083429,2587
USA,Q58,3.528104682428143,2588
USA,Q59,2.7643884202751203,2584
USA,Q60,3.1917932161512943,2578
USA,Q61,2.2301934737031806,2584
USA,Q62,2.7865463597163345,2567
USA,Q63,2.776338017232631,2563
USA,Q64,2.555536398146794,2571
USA,Q73,1.9299141158108961,2569
USA,Q43,2.0124072762272585,2582
USA,Q50,6.212131155100781,2573
USA,Q106,4.929778583846689,2574
USA,Q107,3.716698982620508,2573
USA,Q109,3.300859288572968,2576
USA,Q178,2.954026851157577,2568
USA,Q81,2.693887885843541,2569
USA,Q176,5.450017741869821,2575
USA,Q177,8.377070411150097,2568
USA,Q179,9.098357592696857,2568
USA,Q195,5.542384867254009,2566
USA,Q99,0.24792333200308517,2573
USA,Q101,0.5169266869810234,2557
USA,Q103,0.21878886608429707,2540
USA,Q69,2.830896879074263,2578
USA,Q70,2.6232367027737964,2567
USA,Q71,2.1276014367100182,2579
VEN,Q57,0.14201680672268907,1190
VEN,Q58,3.642016806722689,1190
VEN,Q59,2.6218487394957983,1190
VEN,Q60,2.5747899159663867,1190
VEN,Q61,1.7478991596638656,1190
VEN,Q62,2.157142857142857,1190
VEN,Q63,1.9983193277310924,1190
VEN,Q64,2.946218487394958,1190
VEN,Q73,1.6605042016806724,1190
VEN,Q43,2.5621848739495796,1190
VEN,Q50,4.88655462184874,1190
VEN,Q106,7.1571428571428575,1190
VEN,Q107,5.263865546218487,1190
VEN,Q109,5.146218487394958,1190
VEN,Q178,3.0865546218487396,1190
VEN,Q81,2.477310924369748,1190
VEN,Q176,5.901680672268908,1190
VEN,Q177,6.830252100840336,1190
VEN,Q179,9.100840336134453,1190
VEN,Q195,3.33109243697479,1190
VEN,Q99,0.08907563025210084,1190
VEN,Q101,0.11176470588235295,1190
VEN,Q103,0.10168067226890756,1190
VEN,Q69,1.718487394957983,1190
VEN,Q70,1.7521008403361344,1190
VEN,Q71,1.6907563025210084,1190
VNM,Q57,0.27666666666666667,1200
VNM,Q58,3.9325,1200
VNM,Q59,3.005,1200
VNM,Q60,2.8666666666666667,1200
VNM,Q61,2.1275,1200
VNM,Q62,2.2683333333333335,1200
VNM,Q63,2.1533333333333333,1200
VNM,Q64,3.142375737152485,1187
VNM,Q73,3.2693631669535286,1162
VNM,Q43,2.1425,1200
VNM,Q50,7.175,1200
VNM,Q106,8.369166666666667,1200
VNM,Q107,4.520833333333333,1200
VNM,Q109,3.3216666666666668,1200
VNM,Q178,3.424166666666667,1200
VNM,Q81,3.0553191489361704,1175
VNM,Q176,7.09,1200
VNM,Q177,6.475833333333333,1200
VNM,Q179,8.505,1200
VNM,Q195,4.1725,1200
VNM,Q99,0.058333333333333334,1200
VNM,Q101,0.15416666666666667,1200
VNM,Q103,0.11166666666666666,1200
VNM,Q69,3.159798149705635,1189
VNM,Q70,3.2008510638297873,1175
VNM,Q71,3.297113752122241,1178
ZWE,Q57,0.0214168039538715,1214
ZWE,Q58,3.724052718286656,1214
ZWE,Q59,2.7588769611890998,1211
ZWE,Q60,2.737015663643858,1213
ZWE,Q61,1.8744838976052849,1211
ZWE,Q62,2.4987572493786248,1207
ZWE,Q63,2.172901080631754,1203
ZWE,Q64,3.028830313014827,1214
ZWE,Q73,2.3014950166112955,1204
ZWE,Q43,2.424567188788129,1213
ZWE,Q50,3.6446826051112944,1213
ZWE,Q106,6.449382716049382,1215
ZWE,Q107,5.512396694214876,1210
ZWE,Q109,4.16996699669967,1212
ZWE,Q178,2.099752679307502,1213
ZWE,Q81,3.112769485903814,1206
ZWE,Q176,3.8234323432343236,1212
ZWE,Q177,8.783828382838283,1212
ZWE,Q179,9.320428336079077,1214
ZWE,Q195,2.4731182795698925,1209
ZWE,Q99,0.2705394190871369,1205
ZWE,Q101,0.32945091514143093,1202
ZWE,Q103,0.41895261845386533,1203
ZWE,Q69,2.509075907590759,1212
ZWE,Q70,2.5074750830564785,1204
ZWE,Q71,2.4693708609271523,1208
