iso3,m_USA_adapter_trust,m_USA_adapter_patience,m_USA_adapter_risktaking,m_USA_adapter_posrecip,m_USA_adapter_negrecip,m_USA_adapter_altruism,m_MEX_adapter_trust,m_MEX_adapter_patience,m_MEX_adapter_risktaking,m_MEX_adapter_posrecip,m_MEX_adapter_negrecip,m_MEX_adapter_altruism,m_base_trust,m_base_patience,m_base_risktaking,m_base_posrecip,m_base_negrecip,m_base_altruism,gps_trust,m_wvs_trust_general,m_wvs_trust_in_group,m_wvs_trust_out_group,m_wvs_trust_institution,gps_patience,m_wvs_patience_child_qualities,m_wvs_patience_work_values,m_wvs_patience_financial,gps_risktaking,m_wvs_risktaking_economic_values,m_wvs_risktaking_rule_breaking,gps_posrecip,m_wvs_posrecip_child_tolerance,m_wvs_posrecip_religion,m_wvs_posrecip_charitable_confidence,gps_negrecip,m_wvs_negrecip_moral_clarity,m_wvs_negrecip_justifiability,m_wvs_negrecip_punitiveness,gps_altruism,m_wvs_altruism_membership
USA,0.629909148008559,0.2746951055436228,0.5038114685816208,0.542316681103952,0.520450041268229,0.5791883044371522,0.513650187154751,0.3310461266470348,0.49520777125366566,0.5147853242698367,0.6977090265421292,0.01734681661847795,0.5930136635784494,0.2683835827770741,0.5044584223974174,0.5461453620601916,0.7173963413980533,0.5234495571141621,0.1503669619560241,0.3973714727483571,0.7888846005403319,0.5451844701844702,0.4613492983133771,0.8112621307373047,0.6645447530864198,0.4717273431448489,0.5660059593211556,0.116586796939373,0.3279911775658102,0.2147369331948771,0.203650027513504,0.3059413580246913,0.7790834312573442,0.576099649669132,0.011553643271327,0.5093419633225459,0.8652179536929248,0.5012557374209752,0.4064288735389709,0.1664409184726522
MEX,0.629909148008559,0.2746951055436228,0.5038114685816208,0.542316681103952,0.520450041268229,0.5791883044371522,0.513650187154751,0.3310461266470348,0.49520777125366566,0.5147853242698367,0.6977090265421292,0.01734681661847795,0.5930136635784494,0.2683835827770741,0.5044584223974174,0.5461453620601916,0.7173963413980533,0.5234495571141621,-0.3570720851421356,0.1029919447640966,0.66896419682175,0.3277650137213607,0.3192258599783011,-0.1084281057119369,0.6995399654974123,0.5297001153402537,0.6455938697318008,-0.138916790485382,0.4779999145627751,0.3667764219768868,-1.0379811525344849,0.334290637564618,0.8531791907514451,0.4687561600630791,-0.1146494597196579,0.5489816963134828,0.7218057157503525,0.2930944963655244,-0.8130887150764465,0.1177681992337164
